order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,age_group,discount_group,delivery_group,order_year,order_month,order_dayofweek,is_weekend,returned_target,Predicted_Return,Return_Probability,Risk_Score,Risk_Category
O110140,C12415,P207510,Beauty,21.2,0.05,1,Credit Card,2023-10-08,6,North,No,20.14,3.17,5.89,38,Male,31-45,0-10%,6-7 Days,2023,10,6,1,0,0,0.3778049765425235,37.78,Medium
O110141,C10569,P208099,Fashion,64.33,0.0,1,COD,2025-01-20,3,Central,No,64.33,5.16,17.36,33,Female,31-45,0-10%,1-3 Days,2025,1,0,0,0,1,0.5782538815636067,57.83,Medium
O110142,C12637,P215193,Fashion,5.53,0.3,1,Credit Card,2024-03-29,4,South,No,3.87,3.13,-1.78,49,Male,46-60,21-30%,4-5 Days,2024,3,4,0,0,0,0.4879107032154356,48.79,Medium
O110143,C17242,P220011,Home,83.64,0.0,1,PayPal,2024-08-22,4,North,No,83.64,5.17,18.25,51,Female,46-60,0-10%,4-5 Days,2024,8,3,0,0,0,0.47840438491647985,47.84,Medium
O110144,C11065,P248900,Beauty,56.34,0.2,2,Credit Card,2024-12-29,5,North,No,90.14,5.19,35.37,60,Other,46-60,11-20%,4-5 Days,2024,12,6,1,0,0,0.3191599434082303,31.92,Medium
O110145,C10421,P220764,Beauty,3.62,0.05,2,Credit Card,2024-10-11,5,West,No,6.88,3.69,-0.59,56,Female,46-60,0-10%,4-5 Days,2024,10,4,0,0,0,0.4119266441038739,41.19,Medium
O110146,C12883,P204450,Grocery,15.69,0.05,1,PayPal,2024-09-02,5,West,No,14.91,2.96,-1.77,59,Male,46-60,0-10%,4-5 Days,2024,9,0,0,0,0,0.18602301836295837,18.6,Low
O110147,C11204,P214549,Toys,6.97,0.15,4,Debit Card,2025-04-26,5,South,No,23.7,3.74,5.74,23,Female,18-30,11-20%,4-5 Days,2025,4,5,1,0,0,0.4159800467144975,41.6,Medium
O110148,C10544,P206960,Electronics,209.31,0.15,1,Credit Card,2024-02-27,4,West,No,177.91,7.72,13.63,25,Male,18-30,11-20%,4-5 Days,2024,2,1,0,0,1,0.5772631489249288,57.73,Medium
O110149,C14166,P216583,Beauty,55.8,0.0,1,Wallet,2025-02-10,6,West,No,55.8,4.17,20.94,21,Female,18-30,0-10%,6-7 Days,2025,2,0,0,0,0,0.4050107838298798,40.5,Medium
O110150,C13639,P206996,Home,69.28,0.05,2,Debit Card,2024-08-21,5,West,Yes,131.63,7.68,29.18,44,Female,31-45,0-10%,4-5 Days,2024,8,2,0,1,1,0.5581139776939398,55.81,Medium
O110151,C17272,P218567,Home,113.81,0.0,1,PayPal,2024-04-29,4,South,No,113.81,7.77,24.1,30,Male,18-30,0-10%,4-5 Days,2024,4,0,0,0,1,0.5451744762849569,54.52,Medium
O110152,C11223,P214201,Grocery,2.24,0.0,1,UPI,2025-06-11,3,Central,No,2.24,0.48,-0.3,53,Female,46-60,0-10%,1-3 Days,2025,6,2,0,0,0,0.1472391674716781,14.72,Low
O110153,C13172,P205043,Home,61.69,0.0,2,PayPal,2024-02-02,5,South,No,123.38,7.41,27.14,51,Female,46-60,0-10%,4-5 Days,2024,2,4,0,0,1,0.513625993851077,51.36,Medium
O110154,C10767,P220420,Sports,25.02,0.0,1,Credit Card,2025-09-02,5,West,No,25.02,5.19,2.32,36,Female,31-45,0-10%,4-5 Days,2025,9,1,0,0,0,0.4699691625483315,47.0,Medium
O110155,C16450,P240602,Grocery,11.86,0.0,1,Credit Card,2024-09-07,6,East,No,11.86,3.08,-2.13,32,Male,31-45,0-10%,6-7 Days,2024,9,5,1,0,0,0.17793273080549687,17.79,Low
O110156,C13657,P242324,Electronics,250.13,0.0,1,Credit Card,2023-10-05,6,North,No,250.13,7.86,22.16,41,Other,31-45,0-10%,6-7 Days,2023,10,3,0,0,1,0.5120368283813378,51.2,Medium
O110157,C15802,P234620,Electronics,149.88,0.0,1,Credit Card,2023-11-14,6,East,No,149.88,8.19,9.8,28,Male,18-30,0-10%,6-7 Days,2023,11,1,0,0,1,0.5921798101603316,59.22,Medium
O110158,C16520,P249031,Fashion,392.62,0.0,1,Debit Card,2024-01-21,4,North,No,392.62,8.88,128.54,48,Male,46-60,0-10%,4-5 Days,2024,1,6,1,0,1,0.5879637615486801,58.8,Medium
O110159,C10654,P212629,Electronics,104.07,0.15,3,Credit Card,2025-02-08,5,East,No,265.38,8.54,23.31,48,Male,46-60,11-20%,4-5 Days,2025,2,5,1,0,1,0.5414342050092357,54.14,Medium
O110160,C16821,P228675,Electronics,617.36,0.1,1,COD,2023-12-06,7,East,No,555.62,7.83,58.84,36,Female,31-45,0-10%,6-7 Days,2023,12,2,0,0,1,0.5693385424184528,56.93,Medium
O110161,C12446,P201662,Grocery,1.48,0.0,1,Debit Card,2024-11-04,5,North,No,1.48,0.0,0.12,65,Female,Above 60,0-10%,4-5 Days,2024,11,0,0,0,0,0.1522870981229673,15.23,Low
O110162,C15892,P214734,Grocery,25.7,0.05,1,Credit Card,2023-09-26,6,West,No,24.42,4.44,-2.49,65,Male,Above 60,0-10%,6-7 Days,2023,9,1,0,0,0,0.21447206375828234,21.45,Low
O110163,C10220,P207589,Sports,73.74,0.05,2,Debit Card,2024-01-17,3,Central,No,140.11,5.78,36.25,25,Male,18-30,0-10%,1-3 Days,2024,1,2,0,0,0,0.4707817000749893,47.08,Medium
O110164,C13666,P243418,Sports,183.2,0.1,1,Debit Card,2025-05-05,4,North,No,164.88,7.17,42.29,33,Female,31-45,0-10%,4-5 Days,2025,5,0,0,0,1,0.5130886402206711,51.31,Medium
O110165,C14277,P249364,Electronics,496.91,0.05,1,Debit Card,2024-11-20,7,East,No,472.06,9.5,47.15,21,Female,18-30,0-10%,6-7 Days,2024,11,2,0,0,1,0.6127923200611689,61.28,High
O110166,C14402,P204655,Beauty,23.83,0.0,5,UPI,2024-01-22,6,East,No,119.15,5.54,48.08,31,Male,31-45,0-10%,6-7 Days,2024,1,0,0,0,0,0.4253979882429112,42.54,Medium
O110167,C12569,P208749,Electronics,200.97,0.05,1,PayPal,2024-11-22,5,West,No,190.92,7.44,15.47,68,Female,Above 60,0-10%,4-5 Days,2024,11,4,0,0,1,0.587196310063477,58.72,Medium
O110168,C15515,P210797,Home,154.2,0.0,1,Credit Card,2024-12-16,4,Central,No,154.2,6.45,36.73,57,Other,46-60,0-10%,4-5 Days,2024,12,0,0,0,0,0.4391452374203629,43.91,Medium
O110169,C11013,P231930,Fashion,92.86,0.05,1,UPI,2025-07-19,5,West,No,88.22,8.09,22.79,68,Male,Above 60,0-10%,4-5 Days,2025,7,5,1,0,1,0.6354542459054917,63.55,High
O110170,C12051,P206645,Beauty,20.14,0.05,1,Wallet,2023-11-24,4,West,No,19.13,2.95,5.66,55,Female,46-60,0-10%,4-5 Days,2023,11,4,0,0,0,0.4103447629376688,41.03,Medium
O110171,C17006,P211895,Electronics,224.17,0.0,1,Credit Card,2024-12-01,4,South,No,224.17,8.41,18.49,60,Male,46-60,0-10%,4-5 Days,2024,12,6,1,0,1,0.5570486714072825,55.7,Medium
O110172,C13985,P234762,Electronics,100.11,0.0,2,PayPal,2024-03-06,5,North,No,200.22,7.49,16.54,47,Male,46-60,0-10%,4-5 Days,2024,3,2,0,0,1,0.5365374874367322,53.65,Medium
O110173,C14943,P247634,Beauty,58.51,0.0,1,Debit Card,2024-03-27,5,East,No,58.51,7.38,18.95,42,Female,31-45,0-10%,4-5 Days,2024,3,2,0,0,0,0.49738036568042177,49.74,Medium
O110174,C14899,P221432,Beauty,10.62,0.1,1,Credit Card,2023-09-15,6,Central,No,9.56,4.08,0.22,40,Female,31-45,0-10%,6-7 Days,2023,9,4,0,0,0,0.43032083267301885,43.03,Medium
O110175,C17448,P247890,Fashion,11.48,0.2,1,UPI,2024-04-13,3,North,No,9.18,1.59,1.62,29,Other,18-30,11-20%,1-3 Days,2024,4,5,1,0,0,0.46104533172227974,46.1,Medium
O110176,C14310,P216858,Electronics,72.27,0.0,1,Wallet,2024-10-29,5,North,Yes,72.27,5.15,3.52,19,Male,18-30,0-10%,4-5 Days,2024,10,1,0,1,1,0.5006810190999951,50.07,Medium
O110177,C13019,P208233,Grocery,19.29,0.05,1,PayPal,2024-05-04,5,North,No,18.33,3.46,-1.99,30,Male,18-30,0-10%,4-5 Days,2024,5,5,1,0,0,0.1593646285451232,15.94,Low
O110178,C13681,P243611,Electronics,415.27,0.0,1,UPI,2024-03-26,6,South,No,415.27,10.06,39.77,44,Male,31-45,0-10%,6-7 Days,2024,3,1,0,0,1,0.6154150284821087,61.54,High
O110179,C11443,P232004,Sports,22.62,0.0,1,COD,2024-06-02,5,West,No,22.62,5.37,1.42,60,Male,46-60,0-10%,4-5 Days,2024,6,6,1,0,0,0.40372230730433345,40.37,Medium
O110180,C14196,P226671,Electronics,295.48,0.0,3,UPI,2024-05-03,3,North,No,886.44,10.8,95.57,29,Male,18-30,0-10%,1-3 Days,2024,5,4,0,0,1,0.5756774017079151,57.57,Medium
O110181,C13010,P236760,Beauty,7.06,0.05,1,PayPal,2024-05-02,7,East,No,6.71,3.75,-0.73,32,Female,31-45,0-10%,6-7 Days,2024,5,3,0,0,0,0.4371982558619122,43.72,Medium
O110182,C17688,P228441,Sports,57.58,0.2,2,COD,2024-05-25,4,Central,No,92.13,7.49,20.15,64,Female,Above 60,11-20%,4-5 Days,2024,5,5,1,0,0,0.43223958339097196,43.22,Medium
O110183,C10572,P228233,Toys,32.04,0.1,1,Wallet,2023-12-21,3,North,No,28.84,3.17,8.37,57,Female,46-60,0-10%,1-3 Days,2023,12,3,0,0,0,0.45940248879147244,45.94,Medium
O110184,C11332,P237591,Home,44.04,0.0,2,Credit Card,2024-10-19,5,West,No,88.08,9.53,15.13,60,Female,46-60,0-10%,4-5 Days,2024,10,5,1,0,1,0.5214770245123437,52.15,Medium
O110185,C14753,P236285,Electronics,59.13,0.05,1,Credit Card,2024-09-22,5,West,No,56.17,6.99,-0.25,25,Male,18-30,0-10%,4-5 Days,2024,9,6,1,0,1,0.5362516191763275,53.63,Medium
O110186,C17082,P202268,Toys,6.23,0.3,1,COD,2024-09-04,5,West,No,4.36,3.19,-1.45,47,Female,46-60,21-30%,4-5 Days,2024,9,2,0,0,0,0.32712765421512446,32.71,Medium
O110187,C14002,P226220,Home,77.37,0.0,1,Wallet,2023-12-03,3,North,No,77.37,7.8,13.86,29,Male,18-30,0-10%,1-3 Days,2023,12,6,1,0,0,0.49730874802606834,49.73,Medium
O110188,C15629,P248774,Toys,7.44,0.0,2,Credit Card,2024-12-05,8,East,No,14.88,4.71,1.24,46,Male,46-60,0-10%,8-10 Days,2024,12,3,0,0,1,0.5045556755996587,50.46,Medium
O110189,C13134,P204438,Toys,27.19,0.0,1,Credit Card,2023-09-21,5,West,No,27.19,5.1,5.78,22,Male,18-30,0-10%,4-5 Days,2023,9,3,0,0,0,0.4815969734754868,48.16,Medium
O110190,C15752,P244269,Home,214.97,0.05,1,UPI,2024-02-04,3,North,Yes,204.22,7.49,49.69,55,Male,46-60,0-10%,1-3 Days,2024,2,6,1,1,0,0.4884755117901693,48.85,Medium
O110191,C14086,P239066,Grocery,4.62,0.1,2,COD,2024-05-04,5,South,No,8.32,3.95,-3.28,30,Male,18-30,0-10%,4-5 Days,2024,5,5,1,0,0,0.16139231041823393,16.14,Low
O110192,C10225,P219369,Home,51.19,0.0,2,Debit Card,2024-01-21,5,East,Yes,102.38,7.85,20.82,31,Male,31-45,0-10%,4-5 Days,2024,1,6,1,1,1,0.5354510748127501,53.55,Medium
O110193,C14200,P245896,Sports,90.75,0.0,2,COD,2024-07-15,7,South,No,181.5,9.44,45.01,33,Male,31-45,0-10%,6-7 Days,2024,7,0,0,0,0,0.48422610916837877,48.42,Medium
O110194,C11997,P226603,Sports,147.31,0.0,1,PayPal,2023-10-18,7,North,No,147.31,7.54,36.65,44,Female,31-45,0-10%,6-7 Days,2023,10,2,0,0,0,0.4691767747575931,46.92,Medium
O110195,C10771,P211319,Home,431.76,0.05,1,UPI,2024-01-25,4,Central,No,410.17,9.22,105.63,55,Female,46-60,0-10%,4-5 Days,2024,1,3,0,0,1,0.5154738405190987,51.55,Medium
O110196,C17592,P214722,Beauty,11.76,0.0,3,UPI,2025-07-25,5,East,No,35.28,5.25,10.63,58,Male,46-60,0-10%,4-5 Days,2025,7,4,0,0,0,0.42824832017854847,42.82,Medium
O110197,C17422,P237757,Toys,49.59,0.0,1,Credit Card,2024-05-28,5,West,No,49.59,4.38,15.46,57,Male,46-60,0-10%,4-5 Days,2024,5,1,0,0,0,0.46661495786801793,46.66,Medium
O110198,C14524,P206028,Beauty,7.91,0.0,3,PayPal,2024-01-27,5,South,No,23.73,4.27,6.41,68,Male,Above 60,0-10%,4-5 Days,2024,1,5,1,0,0,0.3928879012412439,39.29,Medium
O110199,C10433,P246394,Home,15.52,0.0,1,COD,2025-02-27,6,West,No,15.52,4.13,0.22,34,Female,31-45,0-10%,6-7 Days,2025,2,3,0,0,0,0.46744796068983135,46.74,Medium
O110200,C15326,P245093,Sports,164.64,0.1,1,COD,2025-07-01,4,South,No,148.18,8.43,36.02,18,Male,Under 18,0-10%,4-5 Days,2025,7,1,0,0,1,0.5229268997453822,52.29,Medium
O110201,C13099,P225940,Electronics,261.66,0.0,4,Credit Card,2023-11-23,5,East,No,1046.64,11.48,114.12,43,Male,31-45,0-10%,4-5 Days,2023,11,3,0,0,1,0.6082627625395797,60.83,High
O110202,C12729,P231448,Electronics,75.99,0.0,5,Debit Card,2024-07-07,5,South,No,379.95,7.85,37.74,63,Male,Above 60,0-10%,4-5 Days,2024,7,6,1,0,1,0.5368808776274758,53.69,Medium
O110203,C13407,P208422,Electronics,73.97,0.05,1,Credit Card,2025-08-05,4,Central,No,70.27,5.92,2.51,69,Female,Above 60,0-10%,4-5 Days,2025,8,1,0,0,1,0.5519195522485619,55.19,Medium
O110204,C16731,P243441,Home,11.81,0.0,1,UPI,2023-12-07,4,Central,No,11.81,4.2,-0.89,26,Female,18-30,0-10%,4-5 Days,2023,12,3,0,0,0,0.4617000635022924,46.17,Medium
O110205,C17795,P220688,Toys,9.19,0.0,1,COD,2025-03-01,7,South,No,9.19,3.02,0.66,47,Female,46-60,0-10%,6-7 Days,2025,3,5,1,0,0,0.3756039408320458,37.56,Medium
O110206,C13140,P246280,Sports,140.72,0.0,4,UPI,2024-11-16,6,South,No,562.88,9.76,159.1,37,Male,31-45,0-10%,6-7 Days,2024,11,5,1,0,0,0.43309706341714,43.31,Medium
O110207,C10865,P214472,Grocery,15.41,0.15,1,Credit Card,2024-02-29,7,East,No,13.1,2.99,-1.94,33,Male,31-45,11-20%,6-7 Days,2024,2,3,0,0,0,0.1873809215895438,18.74,Low
O110208,C12793,P214900,Electronics,2653.17,0.0,1,Credit Card,2025-02-14,5,East,No,2653.17,11.45,306.93,30,Male,18-30,0-10%,4-5 Days,2025,2,4,0,0,1,0.5882296967796833,58.82,Medium
O110209,C17680,P235671,Sports,98.62,0.05,1,UPI,2025-01-19,3,North,No,93.69,8.51,19.6,52,Female,46-60,0-10%,1-3 Days,2025,1,6,1,0,0,0.4727812270243307,47.28,Medium
O110210,C17334,P207763,Fashion,10.76,0.15,1,COD,2024-09-18,4,Central,No,9.15,3.99,-0.79,43,Female,31-45,11-20%,4-5 Days,2024,9,2,0,0,1,0.5580966890613495,55.81,Medium
O110211,C12911,P210960,Electronics,1297.91,0.1,1,UPI,2023-11-20,3,North,No,1168.12,9.81,130.36,49,Male,46-60,0-10%,1-3 Days,2023,11,0,0,0,1,0.5971597066124236,59.72,Medium
O110212,C17897,P211084,Toys,25.22,0.0,1,Debit Card,2024-09-20,4,North,No,25.22,4.4,5.69,64,Female,Above 60,0-10%,4-5 Days,2024,9,4,0,0,0,0.4862921895806173,48.63,Medium
O110213,C17952,P243043,Electronics,202.25,0.0,1,Credit Card,2024-09-21,4,South,No,202.25,6.68,17.59,29,Male,18-30,0-10%,4-5 Days,2024,9,5,1,0,1,0.5280638559436525,52.81,Medium
O110214,C12415,P202074,Fashion,18.95,0.0,1,Wallet,2024-05-30,5,South,No,18.95,4.56,2.07,33,Male,31-45,0-10%,4-5 Days,2024,5,3,0,0,1,0.6065380837387623,60.65,High
O110215,C10250,P207825,Fashion,17.35,0.0,1,Credit Card,2024-08-04,6,North,No,17.35,4.14,1.93,45,Female,31-45,0-10%,6-7 Days,2024,8,6,1,0,1,0.5530705295079019,55.31,Medium
O110216,C17002,P234833,Toys,63.53,0.0,1,Debit Card,2025-03-14,4,Central,No,63.53,7.1,18.31,35,Female,31-45,0-10%,4-5 Days,2025,3,4,0,0,1,0.5222153946496694,52.22,Medium
O110217,C14951,P225205,Beauty,16.32,0.0,1,Credit Card,2024-08-22,4,West,No,16.32,6.95,0.39,48,Female,46-60,0-10%,4-5 Days,2024,8,3,0,0,0,0.4695654025601085,46.96,Medium
O110218,C13757,P235976,Fashion,37.8,0.0,1,Credit Card,2025-01-03,5,South,No,37.8,7.6,5.63,30,Male,18-30,0-10%,4-5 Days,2025,1,4,0,0,1,0.642112083624709,64.21,High
O110219,C15289,P204674,Electronics,639.16,0.1,3,PayPal,2025-08-23,4,North,No,1725.73,11.36,195.73,34,Female,31-45,0-10%,4-5 Days,2025,8,5,1,0,1,0.5551259300342555,55.51,Medium
O110220,C17925,P241862,Electronics,1129.15,0.0,1,Credit Card,2024-11-10,3,North,No,1129.15,11.26,124.24,54,Female,46-60,0-10%,1-3 Days,2024,11,6,1,0,1,0.565823490047866,56.58,Medium
O110221,C17257,P246905,Electronics,51.43,0.2,2,Credit Card,2024-10-22,3,Central,No,82.29,7.3,2.57,34,Male,31-45,11-20%,1-3 Days,2024,10,1,0,0,1,0.5755451816205029,57.55,Medium
O110222,C14656,P248078,Toys,93.05,0.0,1,Debit Card,2024-12-25,4,South,No,93.05,6.64,30.58,30,Male,18-30,0-10%,4-5 Days,2024,12,2,0,0,1,0.5217356867986682,52.17,Medium
O110223,C15565,P242013,Grocery,2.03,0.05,3,UPI,2025-07-16,3,Central,No,5.79,2.89,-2.43,57,Female,46-60,0-10%,1-3 Days,2025,7,2,0,0,0,0.17003215683389167,17.0,Low
O110224,C16437,P200122,Grocery,24.87,0.1,1,Debit Card,2024-08-03,8,East,No,22.38,4.57,-2.78,35,Male,31-45,0-10%,8-10 Days,2024,8,5,1,0,0,0.22784439052068992,22.78,Low
O110225,C10918,P221480,Toys,61.04,0.1,1,COD,2025-06-30,6,South,No,54.94,6.67,15.31,38,Male,31-45,0-10%,6-7 Days,2025,6,0,0,0,1,0.5158970282179561,51.59,Medium
O110226,C11173,P209443,Grocery,11.84,0.1,1,Credit Card,2024-02-18,4,Central,No,10.66,3.02,-2.17,48,Female,46-60,0-10%,4-5 Days,2024,2,6,1,0,0,0.16249940951983427,16.25,Low
O110227,C13203,P204433,Toys,17.78,0.0,1,Debit Card,2024-04-27,5,North,No,17.78,5.12,1.99,68,Female,Above 60,0-10%,4-5 Days,2024,4,5,1,0,0,0.4547824965993527,45.48,Medium
O110228,C10432,P200990,Grocery,15.56,0.0,3,Credit Card,2024-04-05,5,East,No,46.68,5.54,-1.81,65,Male,Above 60,0-10%,4-5 Days,2024,4,4,0,0,0,0.21685698649368895,21.69,Low
O110229,C16202,P205556,Toys,10.56,0.15,1,Wallet,2024-08-27,5,South,No,8.98,3.97,-0.38,35,Male,31-45,11-20%,4-5 Days,2024,8,1,0,0,0,0.472270267288705,47.23,Medium
O110230,C15064,P226662,Home,33.87,0.05,1,COD,2024-03-06,7,East,No,32.18,5.41,3.6,58,Male,46-60,0-10%,6-7 Days,2024,3,2,0,0,0,0.4875656984128076,48.76,Medium
O110231,C10835,P229097,Fashion,8.38,0.0,1,COD,2024-04-24,6,East,Yes,8.38,3.24,-0.31,61,Male,Above 60,0-10%,6-7 Days,2024,4,2,0,1,1,0.5813134350238509,58.13,Medium
O110232,C12246,P247418,Beauty,55.17,0.0,1,PayPal,2024-05-29,5,East,No,55.17,7.49,17.34,56,Female,46-60,0-10%,4-5 Days,2024,5,2,0,0,0,0.4724127668442255,47.24,Medium
O110233,C12262,P204709,Beauty,22.42,0.05,2,Credit Card,2023-10-25,6,West,No,42.6,4.85,14.32,20,Male,18-30,0-10%,6-7 Days,2023,10,2,0,0,0,0.4332734690369658,43.33,Medium
O110234,C10897,P224357,Beauty,32.02,0.15,1,COD,2024-11-07,4,Central,No,27.22,4.89,7.36,53,Male,46-60,11-20%,4-5 Days,2024,11,3,0,0,0,0.38533324428465676,38.53,Medium
O110235,C13632,P236348,Sports,49.68,0.0,1,Credit Card,2024-04-17,7,East,No,49.68,4.5,10.4,66,Female,Above 60,0-10%,6-7 Days,2024,4,2,0,0,0,0.46089142962576884,46.09,Medium
O110236,C14567,P219186,Sports,171.77,0.3,1,Debit Card,2024-01-18,6,South,No,120.24,6.87,29.2,37,Female,31-45,21-30%,6-7 Days,2024,1,3,0,0,0,0.40745024736144514,40.75,Medium
O110237,C13815,P233639,Electronics,189.97,0.0,3,Wallet,2025-02-20,5,West,No,569.91,8.64,59.75,23,Female,18-30,0-10%,4-5 Days,2025,2,3,0,0,1,0.5485240988221622,54.85,Medium
O110238,C10246,P219208,Fashion,6.49,0.05,2,Credit Card,2025-04-27,5,West,No,12.33,3.17,1.15,30,Female,18-30,0-10%,4-5 Days,2025,4,6,1,0,1,0.5443387068391651,54.43,Medium
O110239,C12429,P247360,Grocery,6.41,0.0,1,Credit Card,2024-05-17,4,North,No,6.41,4.08,-3.57,39,Female,31-45,0-10%,4-5 Days,2024,5,4,0,0,0,0.18978283253259287,18.98,Low
O110240,C10990,P222479,Beauty,49.53,0.1,1,COD,2024-05-28,4,Central,No,44.58,5.93,14.13,18,Male,Under 18,0-10%,4-5 Days,2024,5,1,0,0,0,0.4414043343701597,44.14,Medium
O110241,C13310,P227478,Fashion,107.59,0.0,1,Debit Card,2023-10-08,5,South,Yes,107.59,7.25,30.41,58,Female,46-60,0-10%,4-5 Days,2023,10,6,1,1,1,0.6040225309279897,60.4,High
O110242,C10926,P212922,Toys,55.67,0.0,1,Credit Card,2025-04-09,5,North,No,55.67,7.33,14.94,58,Male,46-60,0-10%,4-5 Days,2025,4,2,0,0,0,0.49358754718953113,49.36,Medium
O110243,C13438,P227079,Fashion,39.03,0.2,1,Debit Card,2025-07-19,6,West,No,31.22,5.32,5.61,39,Female,31-45,11-20%,6-7 Days,2025,7,5,1,0,1,0.6118325152215252,61.18,High
O110244,C15287,P230766,Home,423.06,0.05,1,UPI,2024-11-01,4,Central,No,401.91,10.11,102.42,52,Female,46-60,0-10%,4-5 Days,2024,11,4,0,0,1,0.5309804903256533,53.1,Medium
O110245,C12607,P219787,Fashion,39.0,0.0,1,Wallet,2025-05-12,5,South,Yes,39.0,4.7,8.95,54,Female,46-60,0-10%,4-5 Days,2025,5,0,0,1,1,0.5864881943478332,58.65,Medium
O110246,C11074,P222537,Toys,5.29,0.0,1,Credit Card,2024-08-05,5,Central,No,5.29,2.56,-0.44,69,Female,Above 60,0-10%,4-5 Days,2024,8,0,0,0,0,0.43182182186864854,43.18,Medium
O110247,C15930,P210383,Sports,78.56,0.0,1,Credit Card,2025-05-04,5,East,No,78.56,6.77,16.8,48,Female,46-60,0-10%,4-5 Days,2025,5,6,1,0,0,0.45241799378655745,45.24,Medium
O110248,C17777,P238318,Home,277.23,0.0,1,Debit Card,2024-11-06,6,North,No,277.23,6.01,71.61,52,Male,46-60,0-10%,6-7 Days,2024,11,2,0,0,0,0.482164976381208,48.22,Medium
O110249,C14022,P231895,Grocery,21.28,0.05,1,PayPal,2024-12-28,8,East,No,20.22,4.94,-3.32,60,Female,46-60,0-10%,8-10 Days,2024,12,5,1,0,0,0.20332564168702755,20.33,Low
O110250,C13799,P245542,Grocery,8.5,0.0,1,PayPal,2024-03-04,4,North,No,8.5,4.19,-3.51,69,Female,Above 60,0-10%,4-5 Days,2024,3,0,0,0,0,0.19322043709185255,19.32,Low
O110251,C14784,P203207,Sports,33.5,0.0,1,Debit Card,2024-03-05,6,East,No,33.5,5.33,4.72,58,Female,46-60,0-10%,6-7 Days,2024,3,1,0,0,0,0.48656779673877293,48.66,Medium
O110252,C16523,P228234,Grocery,12.46,0.0,1,Credit Card,2025-04-21,4,South,No,12.46,3.44,-2.44,59,Male,46-60,0-10%,4-5 Days,2025,4,0,0,0,0,0.1895985004275051,18.96,Low
O110253,C16617,P230568,Sports,273.23,0.0,1,PayPal,2025-05-04,5,West,No,273.23,9.45,72.52,65,Male,Above 60,0-10%,4-5 Days,2025,5,6,1,0,0,0.4887880533186759,48.88,Medium
O110254,C13151,P203097,Beauty,7.79,0.15,1,COD,2025-05-18,5,West,No,6.62,3.7,-0.72,69,Male,Above 60,11-20%,4-5 Days,2025,5,6,1,0,0,0.36578995089539956,36.58,Medium
O110255,C16840,P219022,Home,241.03,0.0,1,UPI,2024-03-24,5,East,No,241.03,6.89,60.6,31,Male,31-45,0-10%,4-5 Days,2024,3,6,1,0,0,0.49160552669844637,49.16,Medium
O110256,C13438,P244046,Fashion,12.84,0.15,1,COD,2025-01-21,4,North,Yes,10.91,3.73,0.09,67,Female,Above 60,11-20%,4-5 Days,2025,1,1,0,1,1,0.5560168706440174,55.6,Medium
O110257,C15580,P234392,Electronics,869.24,0.1,1,Debit Card,2025-03-06,7,East,No,782.32,10.6,83.28,65,Female,Above 60,0-10%,6-7 Days,2025,3,3,0,0,1,0.6513704510268362,65.14,High
O110258,C17054,P215968,Toys,25.24,0.05,1,Debit Card,2024-01-14,4,North,No,23.98,5.7,3.89,25,Female,18-30,0-10%,4-5 Days,2024,1,6,1,0,0,0.4693989837400049,46.94,Medium
O110259,C17706,P211149,Electronics,87.57,0.05,1,COD,2024-02-25,4,North,No,83.19,6.23,3.75,65,Male,Above 60,0-10%,4-5 Days,2024,2,6,1,0,1,0.5018583265293887,50.19,Medium
O110260,C17619,P209717,Home,39.78,0.05,4,Wallet,2025-02-28,9,South,No,151.16,7.65,34.67,29,Female,18-30,0-10%,8-10 Days,2025,2,4,0,0,1,0.519409336902491,51.94,Medium
O110261,C17631,P216642,Fashion,133.63,0.0,1,COD,2024-08-12,4,South,No,133.63,7.92,38.85,48,Male,46-60,0-10%,4-5 Days,2024,8,0,0,0,1,0.618181132278194,61.82,High
O110262,C15055,P213640,Home,103.27,0.0,1,Credit Card,2024-07-23,4,South,No,103.27,7.34,21.58,33,Other,31-45,0-10%,4-5 Days,2024,7,1,0,0,0,0.49530631529035085,49.53,Medium
O110263,C14573,P216837,Fashion,34.71,0.0,1,Debit Card,2024-10-26,3,Central,No,34.71,4.89,7.26,33,Male,31-45,0-10%,1-3 Days,2024,10,5,1,0,1,0.5924223652475809,59.24,Medium
O110264,C17147,P208990,Toys,3.18,0.05,2,Wallet,2025-08-18,3,North,No,6.04,3.06,-0.64,61,Male,Above 60,0-10%,1-3 Days,2025,8,0,0,0,0,0.4672452931760781,46.72,Medium
O110265,C17069,P204170,Grocery,2.16,0.05,2,PayPal,2025-02-14,5,Central,No,4.1,3.59,-3.26,60,Male,46-60,0-10%,4-5 Days,2025,2,4,0,0,0,0.17576580083612245,17.58,Low
O110266,C13491,P224817,Grocery,16.49,0.0,1,Debit Card,2025-02-05,5,North,No,16.49,4.32,-3.0,39,Male,31-45,0-10%,4-5 Days,2025,2,2,0,0,0,0.19654441247898116,19.65,Low
O110267,C10706,P205136,Beauty,39.76,0.0,3,UPI,2025-03-26,3,North,No,119.28,8.02,45.66,48,Female,46-60,0-10%,1-3 Days,2025,3,2,0,0,0,0.4367231210538283,43.67,Medium
